"Date/Time","Lat","Lon"
"4/12/2014 18:30:00",40.776,-73.9615
"4/12/2014 18:35:00",40.7476,-73.9967
"4/12/2014 19:46:00",40.7653,-73.9831
"4/12/2014 20:34:00",40.6821,-73.9213
"4/12/2014 20:43:00",40.7351,-73.9935
"4/12/2014 20:44:00",40.7694,-73.9822
"4/12/2014 20:45:00",40.7331,-74.0001
"4/12/2014 21:08:00",40.7323,-73.988
"4/13/2014 0:48:00",40.7179,-73.9921
"4/13/2014 0:57:00",40.7224,-73.9866
"4/13/2014 4:03:00",40.7608,-73.9967
"4/13/2014 6:06:00",40.768,-73.9846
"4/13/2014 10:29:00",40.7499,-73.9922
"4/13/2014 10:39:00",40.7465,-73.9842
"4/13/2014 12:16:00",40.7441,-73.9976
"4/13/2014 14:35:00",40.698,-73.8665
"4/13/2014 15:09:00",40.756,-73.9967
"4/13/2014 16:51:00",40.7354,-73.9941
"4/13/2014 17:00:00",40.7245,-74.0008
"4/13/2014 17:58:00",40.7387,-74.0092
"4/13/2014 19:27:00",40.6826,-73.9763
"4/13/2014 19:58:00",40.7739,-73.8714
"4/13/2014 20:17:00",40.7266,-73.9863
"4/13/2014 21:04:00",40.7463,-74.0028
"4/14/2014 5:26:00",40.7825,-73.9729
"4/14/2014 7:21:00",40.7249,-73.9806
"4/14/2014 9:45:00",40.7519,-73.9707
"4/14/2014 15:24:00",40.7574,-73.9627
"4/14/2014 15:35:00",40.676,-73.8692
"4/14/2014 17:21:00",40.749,-73.9936
"4/14/2014 19:08:00",40.74,-74.001
"4/14/2014 19:39:00",40.7644,-73.9657
"4/14/2014 20:28:00",40.7446,-73.9946
"4/14/2014 20:52:00",40.7641,-73.9739
"4/14/2014 21:09:00",40.7635,-73.9597
"4/14/2014 22:19:00",40.7654,-73.9641
"4/14/2014 22:35:00",40.695,-74.1782
"4/15/2014 0:22:00",40.7563,-73.9876
"4/15/2014 1:18:00",40.7577,-73.9753
"4/15/2014 9:17:00",40.765,-73.9671
"4/15/2014 10:19:00",40.7347,-73.9833
"4/15/2014 10:37:00",40.7753,-73.9639
"4/15/2014 11:30:00",40.7975,-73.9713
"4/15/2014 12:57:00",40.6879,-74.1829
"4/15/2014 13:29:00",40.7575,-73.9817
"4/15/2014 14:49:00",40.7316,-73.9875
"4/15/2014 16:16:00",40.7809,-73.9727
"4/15/2014 16:35:00",40.7504,-73.9946
"4/15/2014 16:45:00",40.7536,-73.9909
"4/15/2014 17:09:00",40.7476,-73.983
"4/15/2014 18:02:00",40.7581,-73.9647
"4/15/2014 18:31:00",40.7591,-73.9651
"4/15/2014 18:47:00",40.7545,-73.9865
"4/15/2014 19:19:00",40.7686,-73.8627
"4/15/2014 20:07:00",40.7293,-74.0041
"4/15/2014 20:24:00",40.7557,-73.9813
"4/15/2014 21:27:00",40.7397,-73.9925
"4/15/2014 21:41:00",40.7106,-73.9658
"4/15/2014 21:43:00",40.7543,-73.977
"4/15/2014 22:16:00",40.7605,-73.999
"4/15/2014 22:29:00",40.7172,-74.0082
"4/15/2014 22:51:00",40.73,-74.0005
"4/15/2014 22:56:00",40.722,-73.9974
"4/15/2014 23:25:00",40.727,-73.9838
"4/16/2014 6:59:00",40.7136,-74.0415
"4/16/2014 7:50:00",40.5064,-74.4625
"4/16/2014 8:04:00",40.7653,-73.9754
"4/16/2014 9:09:00",40.7692,-73.9828
"4/16/2014 9:53:00",40.7433,-73.9936
"4/16/2014 11:19:00",40.7639,-73.9859
"4/16/2014 13:11:00",40.7665,-73.9791
"4/16/2014 13:55:00",40.9225,-73.785
"4/16/2014 16:31:00",40.7638,-73.9762
"4/16/2014 17:37:00",40.7112,-73.9608
"4/16/2014 17:47:00",40.7419,-73.9924
"4/16/2014 18:08:00",40.7253,-74.009
"4/16/2014 20:19:00",40.8059,-73.963
"4/16/2014 21:02:00",40.7639,-73.9758
"4/16/2014 21:28:00",40.71,-73.9626
"4/16/2014 21:36:00",40.7276,-74.0025
"4/16/2014 21:58:00",40.769,-73.9825
"4/17/2014 6:12:00",40.7781,-73.9846
"4/17/2014 7:07:00",40.7747,-73.9912
"4/17/2014 8:02:00",40.7407,-74.0007
"4/17/2014 8:20:00",40.7757,-73.956
"4/17/2014 8:24:00",40.7242,-74.0367
"4/17/2014 8:38:00",40.7444,-73.9832
"4/17/2014 9:00:00",40.7322,-73.9981
"4/17/2014 9:03:00",40.7643,-73.9635
"4/17/2014 9:24:00",40.6952,-74.1776
"4/17/2014 13:20:00",40.7284,-73.9998
"4/17/2014 13:32:00",40.7215,-74.0001
"4/17/2014 14:54:00",40.7271,-73.9922
"4/17/2014 16:11:00",40.7418,-73.9852
"4/17/2014 16:30:00",40.7707,-73.992
"4/17/2014 16:47:00",40.7481,-73.9732
"4/17/2014 17:41:00",40.7516,-74.0063
"4/17/2014 17:54:00",40.6994,-73.9946
"4/17/2014 17:54:00",40.7459,-74.0053
"4/17/2014 18:11:00",40.7525,-74.0075
"4/17/2014 18:42:00",40.7562,-73.9857
"4/17/2014 19:06:00",40.7397,-73.9815
"4/17/2014 19:07:00",40.689,-73.955
"4/17/2014 20:42:00",40.7398,-73.9814
